"word"
"raptus"
"descrevia"
"rapto"
"mulher"
"vontade"
"homem"
"sob"
"cuja"
"autoridade"
"viveu"
"relação"
"sexual"
"elemento"
"necessário"
"outras"
"definições"
"mudaram"
"longo"
"tempo"
""
"marido"
"podia"
"acusado"
"estuprar"
"esposa"
""
"alguns"
"estados"
"mulher"
"branca"
"sexo"
"consensual"
"homem"
"negro"
"considerado"
""
""
"federal"
"bureau"
"of"
"investigation"
"fbi"
"ainda"
"considerava"
"crime"
"cometido"
"exclusivamente"
"homem"
"mulher"
""
"mudaram"
"definição"
"conhecimento"
"carnal"
"mulher"
"forçosamente"
"vontade"
"penetração"
"importa"
"quão"
"leve"
"vagina"
"ânus"
"qualquer"
"parte"
"corpo"
"objeto"
"penetração"
"oral"
"órgão"
"sexual"
"outra"
"pessoa"
"consentimento"
"vítima"
"definição"
"anterior"
"manteve"
"inalterada"
"desde"
""
"considerada"
"obsoleta"
"estreita"
"definição"
"atualizada"
"inclui"
"reconhecimento"
"qualquer"
"gênero"
"vítima"
"agressor"
"violação"
"objeto"
"pode"
"tão"
"traumática"
"quanto"
"peniano"
"vaginal"
"agência"
"descreve"
"casos"
"vítima"
"incapaz"
"dar"
"consentimento"
"causa"
"incapacidade"
"mental"
"física"
"reconhece"
"vítima"
"pode"
"incapacitada"
"drogas"
"álcool"
"incapaz"
"consentimento"
"definição"
"altera"
"códigos"
"criminais"
"federais"
"estaduais"
"cobrança"
"impactos"
"processos"
"nível"
"federal"
"estadual"
"local"
"significa"
"bem"
"relatado"
"todo"
"país"
""
""
"pode"
""
"época"
"feminista"
"norte"
"americana"
"susan"
"brownmiller"
"lançou"
"livro"
"against"
"our"
"will"
"men"
"women"
"and"
"rape"
""
"obra"
"tornaria"
"marco"
"defesa"
"direitos"
"femininos"
"ideia"
"mulher"
"poderia"
"contribuído"
"tentado"
"resistir"
"assim"
"então"
"mulher"
"violentada"
"provar"
"tentado"
"resistir"
"levava"
"consideração"
"maneira"
"vítima"
"vestida"
"vida"
"pregressa"
"considerava"
"mulher"
"vestida"
"forma"
"tida"
"provocante"
"atenuante"
"agressor"
"mesma"
"forma"
"vários"
"parceiros"
"obra"
"susan"
"brownmiller"
"contudo"
"abordava"
"sendo"
"forma"
"violência"
"poder"
"opressão"
"masculina"
"desejo"
"sexual"
"segundo"
"forma"
"consciente"
"manter"
"mulher"
"estado"
"medo"
"intimidação"
""
"durante"
"ascensão"
"abdul"
"fatah"
"khalil"
"al"
"sisi"
"egito"
"começou"
"usar"
"abuso"
"sexual"
"arma"
"guerra"
""
"médica"
"sul"
"africana"
"sonnet"
"ehlers"
"desenvolveu"
"preservativo"
"feminino"
"conhecido"
"camisinha"
"antiestupro"
"pode"
"ajudar"
"mulher"
"vítimas"
"tentativa"
""
""
"ver"
"preservativo"
"feminino"
"antiviolação"
"brasil"
"apesar"
"crime"
"hediondo"
"crime"
"alto"
"número"
"ocorrências"
"nota"
"dados"
"acima"
"incluem"
"casos"
"onde"
"tentativa"
"consumação"
"ato"
"deve"
"porque"
"brasil"
"recebe"
"conceito"
"amplo"
"consiste"
"constranger"
"alguém"
"mediante"
"violência"
"grave"
"ameaça"
"conjunção"
"carnal"
"praticar"
"permitir"
"pratique"
"outro"
"ato"
"libidinoso"
""
""
"brasil"
"registrou"
"média"
""
"estupros"
"cada"
"hora"
"segundo"
"º"
"anuário"
"brasileiro"
"segurança"
"pública"
"produzido"
"fórum"
"brasileiro"
"segurança"
"pública"
"fbsp"
"país"
"registrou"
""
""
""
"casos"
"sendo"
""
"capitais"
"distrito"
"federal"
"apesar"
"número"
"representar"
"retração"
""
""
"casos"
"relação"
"ano"
"anterior"
"queda"
""
""
"fbsp"
"mostrou"
"possível"
"afirmar"
"realmente"
"redução"
"número"
"estupros"
"brasil"
"subnotificação"
"desse"
"tipo"
"crime"
"extremamente"
"alta"
""
"verdade"
"trata"
"equação"
"cruel"
"combatido"
"precisa"
"exposto"
"exposição"
"hoje"
"vem"
"crime"
"foge"
"comum"
"quantos"
"casos"
"coletivo"
"ocorrido"
"rio"
"necessários"
"tema"
"ganhar"
"espaço"
"definitivo"
"rodas"
"conversa"
"quantas"
"atrocidades"
"piauí"
"ocorrer"
"mudança"
"forma"
"encarar"
"problema"
"quantas"
"vítimas"
"indiana"
"jyoti"
"singh"
"morta"
""
"após"
"estuprada"
"seis"
"homem"
"ponto"
"intestinos"
"arrancados"
"calar"
"pedindo"
"sociedade"
"precisa"
"mártires"
"necessidade"
"mortes"
"apenas"
"sentido"
"literal"
"forma"
"lidamos"
"agora"
"sim"
"forma"
"quer"
"tratar"
"questão"
"daqui"
"frente"
"existe"
"consenso"
"preciso"
"falar"
"sobre"
"denunciar"
"agressões"
"usando"
"máximo"
"exposição"
"pública"
"arma"
"poderosa"
"combatê"
"las"
"ainda"
"pesem"
"efeitos"
"colaterais"
"dessa"
"vitrine"
"sensação"
"chegou"
"limite"
"ponto"
"dá"
"aceitar"
"gracinhas"
"estupros"
"passando"
"inúmeras"
"formas"
"assédio"
"verdade"
"toda"
"mulher"
"história"
"dessas"
"contar"
"vai"
"reação"
"sim"
"avisam"
"querem"
"mudança"
"preciso"
"manter"
"holofotes"
"voltados"
"violência"
"sexual"
"problema"
"escondido"
"séculos"
"quartinho"
"fundos"
"história"
"desafio"
"fazer"
"barulho"
"grande"
"considerando"
"estimativa"
"ipea"
"instituto"
"pesquisa"
"econômica"
"aplicada"
""
"tentativas"
"casos"
"estupros"
"brasil"
"reportados"
"notificações"
"poucas"
"menor"
"número"
"crimes"
"chega"
"conhecimento"
"público"
"mobilização"
"surge"
"situações"
"extremas"
"apenas"
"agressão"
"sexual"
"merecesse"
"atenção"
"destaque"
"precisa"
"ir"
"tragicamente"
"além"
"adolescente"
"vítima"
"coletivo"
"rio"
"suspeita"
""
"homem"
"terem"
"cometido"
"crime"
"ano"
"castelo"
"piauí"
"pi"
"quatro"
"vítimas"
"coletivo"
"apanharam"
"atiradas"
"penhasco"
"apedrejadas"
""
"morreu"
"grau"
"cinismo"
"hipocrisia"
"faz"
"suportar"
"cotidiano"
"fingindo"
"certas"
"barbaridades"
"acontecendo"
"megaescândalo"
"rio"
"vem"
"tona"
"começamos"
"prestar"
"atenção"
"coisas"
"existiam"
"infelizmente"
"funcionamos"
"nesses"
"sustos"
"nesses"
"episódios"
"acabam"
"rompendo"
"cinismo"
"hipocrisia"
"analisa"
"bruno"
"paes"
"manso"
"jornalista"
"site"
"ponte"
"pesquisador"
"nev"
"usp"
"núcleo"
"estudos"
"violência"
"universidade"
"paulo"
"daí"
"importância"
"ressalta"
"tema"
"nunca"
"sair"
"foco"
"notícias"
"sendo"
"desagradáveis"
"informações"
"pessoas"
"preferem"
"saber"
"recebem"
"pouca"
"atenção"
"comparadas"
"revelações"
"estilo"
"caetano"
"estaciona"
"carro"
"leblon"
"chave"
"mudança"
"deixar"
"tratar"
"privado"
"assunto"
"público"
"prática"
"desconstruir"
"vez"
"ladainhas"
"briga"
"marido"
"mulher"
"ninguém"
"mete"
"colher"
"ideia"
"permitia"
"mulher"
"apanhassem"
"ficassem"
"quietas"
"assumiu"
"preciso"
"meter"
"colher"
"sim"
"tema"
"público"
"começaram"
"discussões"
"punir"
"marido"
"evitar"
"achasse"
"dono"
"mulher"
"compara"
"manso"
"hora"
"então"
"tirarmos"
"todos"
"talheres"
"gaveta"
"rever"
"forma"
"lidamos"
"agressões"
"sexuais"
"cantada"
"agressiva"
"tratada"
"brincadeira"
"silêncio"
"diante"
"delicadeza"
"tema"
"faz"
"exposição"
"exija"
"cuidado"
"olha"
"paradoxo"
"crime"
"rio"
"veio"
"público"
"causa"
"vídeo"
""
"segundos"
"gravado"
"postado"
"rede"
"social"
"suspeitos"
"conhecidos"
"parentes"
"vítima"
"inclusive"
"avó"
"materna"
"assistiram"
"cena"
"aparece"
"nua"
"desacordada"
"violada"
"pode"
"imaginar"
"exposição"
"maior"
"agressão"
"humilha"
"traumatiza"
"vítima"
"outro"
"lado"
"gravação"
"prova"
"coletivo"
"exame"
"corpo"
"delito"
"feito"
"quatro"
"dias"
"após"
"crime"
"apontou"
"indícios"
"violência"
"imagens"
"talvez"
"abafado"
"debate"
"consequente"
"mobilização"
"acontecido"
"veja"
"altíssimo"
"preço"
"jovem"
"pagou"
"alguma"
"justiça"
"sabe"
"lá"
"dia"
"venha"
"acontecer"
"trata"
"isolado"
"sociedade"
"espetáculo"
"muitos"
"criminosos"
"registram"
"divulgam"
"ações"
"grosso"
"modo"
"mistura"
"falta"
"noção"
"sobre"
"alcance"
"conteúdo"
"narcisismo"
"sensação"
"impunidade"
"ainda"
"possibilidade"
"ameaça"
"denunciar"
"divulgo"
"boa"
"notícia"
"existe"
"algo"
"positivo"
"aqui"
"fato"
"registros"
"ajudarem"
"punição"
""
"justiça"
"norte"
"americana"
"condenou"
"dois"
"estudantes"
"steubenville"
"ohio"
"estuprarem"
"conhecida"
""
"depoimento"
"vítima"
"disse"
"acordado"
"nua"
"porão"
"onde"
"dois"
"jovens"
"saber"
"acontecido"
"pistas"
"vieram"
"amigos"
"relataram"
"visto"
"agressão"
"fotos"
"vídeos"
"usados"
"provas"
"crime"
"preciso"
"expor"
"problema"
"nunca"
"vítima"
"cabe"
"premissa"
"desejo"
"inclui"
"compartilhar"
"conteúdo"
"difamatório"
"ainda"
"intuito"
"alertar"
"denúncias"
"devem"
"feitas"
"órgãos"
"competentes"
"identidade"
"precisa"
"sempre"
"sempre"
"preservada"
"forma"
"casos"
"divulgados"
"efeitos"
"atrozes"
"falam"
"nomes"
"facilitam"
"identificação"
"mencionar"
"onde"
"pessoa"
"estuda"
"trabalha"
"vezes"
"identificam"
"vizinhos"
"amigos"
"nada"
"disso"
"necessário"
"interesse"
"público"
"menos"
"deveria"
"utilizado"
"criar"
"mártires"
"critica"
"cynthia"
"semíramis"
"pesquisadora"
"sobre"
"história"
"direitos"
"mulher"
"doutoranda"
"direito"
"ufmg"
"universidade"
"federal"
"minas"
"gerais"
"mártir"
"palavra"
"pesada"
"porém"
"apropriada"
"história"
"seguir"
"dez"
"jornalista"
"rose"
"leonel"
"fotos"
"íntimas"
"divulgadas"
"ex"
"namorado"
"aceitou"
"fim"
"relacionamento"
"exposição"
"devastadora"
"apresentou"
"muitos"
"inclusive"
"rose"
"crime"
"então"
"desconhecido"
"pornô"
"vingança"
"acusado"
"condenado"
""
"pagar"
""
"mil"
"indenização"
"criou"
"sites"
"blogs"
"mandou"
"mails"
"distribuiu"
"cds"
"espalhou"
"panfletos"
"maringá"
"pr"
"fotos"
"montagens"
"ex"
"companheira"
"custou"
"vida"
"queimada"
"viva"
"preço"
"ninguém"
"quer"
"pagar"
"nunca"
"quis"
"mim"
"bandeira"
"veio"
"mãos"
"criadora"
"ong"
"marias"
"internet"
"apoio"
"mulher"
"vítimas"
"crime"
"cibernético"
"hoje"
"reforça"
"coro"
"luta"
"igualdade"
"gênero"
"fim"
"sociedade"
"machista"
"rose"
"estupros"
"aqui"
"citados"
"inúmeras"
"agressões"
"sexuais"
"jamais"
"conheceremos"
"crimes"
"comum"
"inversão"
"culpa"
"distorção"
"recorrente"
"vítima"
"sente"
"envergonhada"
"parte"
"ação"
"vítima"
"vale"
"reforçar"
"entenda"
"vez"
"rose"
"conta"
"perdeu"
"emprego"
"sofreu"
"exclusão"
"social"
"preconceito"
"todo"
"tipo"
"julgamento"
"assim"
"amigos"
"pais"
"filhos"
"falar"
"chacotas"
"piadas"
"recorrentes"
"tipo"
"brincadeira"
"espalha"
"formas"
"chocantes"
"mãe"
"menor"
"estuprada"
""
"homem"
"osasco"
"sp"
"contou"
"site"
"colegas"
"escola"
"passaram"
"cumprimentar"
"vítima"
"aí"
"estuprada"
"clima"
"descontração"
"olha"
"engraçado"
""
"estudante"
"chamada"
"jada"
"então"
""
"vítima"
"agressão"
"houston"
"eua"
"novo"
"circulou"
"foto"
"vítima"
"nua"
"desacordada"
"desta"
"vez"
"imagem"
"virou"
"meme"
"hashtag"
"tudo"
"jadapose"
"identificar"
"fotos"
"imitavam"
"pose"
"vítima"
"fotografada"
"nua"
"desacordada"
"possivelmente"
"dopada"
"suspeita"
"sido"
"estuprada"
"novo"
"soube"
"tudo"
"aconteceu"
"causa"
"divulgação"
"imagens"
"confirmação"
"suspeito"
"detido"
"acusado"
"crimes"
"sexuais"
"especificados"
"garota"
"sobrenome"
"divulgado"
"mostrou"
"rosto"
"deu"
"entrevistas"
"tv"
"reagiu"
"hashtag"
"iamjada"
"jada"
"conselho"
"outras"
"vítimas"
"rezem"
"exponham"
"aconteceu"
"falem"
"verdade"
"arrependo"
"exposição"
"pois"
"precisava"
"história"
"ouvida"
"disse"
"entrevista"
"msnbc"
"quantas"
"jadas"
"brincadeira"
"perder"
"graça"
"momento"
"parece"
"propício"
"grito"
"basta"
"diante"
"tanta"
"agitação"
"entanto"
"corre"
"risco"
"entrar"
"histeria"
"usando"
"justamente"
"argumento"
"machistas"
"faça"
"outros"
"tipos"
"vítimas"
"coisa"
"fazer"
"barulho"
"incentivar"
"denúncias"
"aderir"
"hashtags"
"expor"
"problema"
"bem"
"sucedidas"
"chegadefiufiu"
"primeiroassedio"
"outra"
"aproveitar"
"força"
"movimento"
"expor"
"alguém"
"vezes"
"momento"
"desentendimento"
"raiva"
"briga"
"igualdade"
"pode"
"perder"
"foco"
"injustiça"
"injustiça"
"mulher"
"homem"
"olha"
"perigo"
""
"revista"
"rolling"
"stone"
"entrevistou"
"suposta"
"vítima"
"coletivo"
"universidade"
"virginia"
"eua"
"notícia"
"causou"
"comoção"
"claro"
"caloura"
"violentada"
"sete"
"homem"
"identificados"
"reportagem"
"durante"
"festa"
"faculdade"
"levou"
"quarto"
"cena"
"crime"
"crush"
"vinha"
"paquerando"
"alguns"
"meses"
"encorajava"
"outros"
"homem"
"enquanto"
"estupravam"
"história"
"dolorosa"
"mentira"
"série"
"inconsistências"
"comprovou"
"crime"
"aconteceu"
"publicação"
"retratar"
"agora"
"imagina"
"suspeitos"
"sido"
"apontados"
"reportagens"
"redes"
"sociais"
"afora"
"exposição"
"nomes"
"fotos"
"tudo"
"risco"
"cresce"
"associado"
"velocidade"
"internet"
"algumas"
"denúncias"
"andam"
"passando"
"timelines"
"reflexo"
"curtida"
"acabam"
"sendo"
"tomadas"
"verdadeiras"
"respire"
"fundo"
"entenda"
"pode"
"acontecer"
"vítima"
"nunca"
"deve"
"expor"
"outro"
"indivíduo"
"prints"
"telas"
"trocas"
"privadas"
"mensagens"
"dados"
"pessoais"
"links"
"perfil"
"podemos"
"agir"
"olho"
"olho"
"dente"
"dente"
"acontecer"
"responsável"
"divulgação"
"pode"
"responder"
"calúnia"
"imputar"
"crime"
"pessoa"
"sido"
"condenada"
"explica"
"gisele"
"truzzi"
"especialista"
"direito"
"digital"
"truzzi"
"advogados"
"site"
"projeto"
"feminista"
"think"
"olga"
"gisele"
"ensina"
"agir"
"violência"
"cometida"
"internet"
"objetivo"
"manter"
"debate"
"aceso"
"muitos"
"questionamentos"
"virão"
"inclusive"
"relação"
"tom"
"briga"
"cynthia"
"semíramis"
"exemplo"
"diz"
"cautelosa"
"relação"
"termo"
"cultura"
"criado"
""
"estados"
"unidos"
"lá"
"cá"
"várias"
"transformações"
"sociais"
"legislação"
"mudou"
"relação"
"liberdade"
"sexual"
"hoje"
"interpretamos"
"crime"
"mesma"
"forma"
"atentos"
"vieses"
"possam"
"prejudicar"
"vítima"
"militância"
"entanto"
"repete"
"discurso"
"feminista"
"daquela"
"época"
"local"
"adaptá"
"lo"
"contexto"
"brasileiro"
"atual"
"afirma"
"exemplo"
"defesa"
"conceito"
"todo"
"homem"
"deve"
"tratado"
"estuprador"
"potencial"
"generalização"
"vazia"
"problemática"
"segundo"
"pesquisadora"
"tira"
"responsabilidade"
"verdadeiro"
"agressor"
"atos"
"cometer"
"independentemente"
"terminologias"
"maneira"
"lidamos"
"problema"
"diretamente"
"ligada"
"solução"
"menos"
"coibição"
"práticas"
"hoje"
"aceitas"
"má"
"notícia"
"resultado"
"dessa"
"transformação"
"visto"
"médio"
"longo"
"prazo"
"boa"
"mudança"
"depende"
"melhor"
"dá"
"começar"
"agora"
"cultura"
"coibida"
"precisaremos"
"ainda"
"muita"
"discussão"
"muitas"
"conversas"
"família"
"amigos"
"todos"
"setores"
"sociedade"
"pois"
"diálogo"
"conscientização"
"poderão"
"fazer"
"pessoas"
"compreendam"
"assunto"
"mudem"
"postura"
"mudança"
"vir"
"próprio"
"indivíduo"
"leis"
"endurecidas"
"pessoas"
"mudarem"
"própria"
"consciência"
"nada"
"adiantará"
"resume"
"advogada"
"gisele"
"truzzi"
"então"
"vamos"
"lá"
"gente"
"ver"
"entendeu"
"sociedade"
"machista"
"talvez"
"machista"
"pensa"
"aí"
"mudar"
"cenário"
"preciso"
"rever"
"comportamentos"
"exemplo"
"dá"
"dizer"
"feminista"
"rir"
"outra"
"mulher"
"chamada"
"vagabunda"
"dá"
"considerar"
"homem"
"verdade"
"ri"
"mulher"
"chamada"
"vagabunda"
"violência"
"sexual"
"existe"
"principalmente"
"mulher"
"mantida"
"segredo"
"solução"
"diminuição"
"deste"
"problema"
"passa"
"exposição"
"exposição"
"todo"
"crime"
"sexual"
"apenas"
"escolhidos"
"preciso"
"expor"
"problema"
"nunca"
"vítima"
"mulher"
"sentir"
"agredida"
"direito"
"retrucar"
"repreender"
"mulher"
"sentir"
"agredida"
"direito"
"fazer"
"boletim"
"ocorrência"
"fazer"
"denúncias"
"quanto"
"provas"
"testemunhas"
"melhor"
"leis"
"devem"
"aplicadas"
"leis"
"serem"
"aplicadas"
"preciso"
"haver"
"denúncias"
"viu"
"preciso"
"expor"
"tema"
"denunciar"
"precisamos"
"mudar"
"forma"
"lidamos"
"problema"
"todos"
"precisam"
"entender"
"vítima"
"vítima"
"vítima"
"sentir"
"segura"
"vítima"
"precisa"
"receber"
"melhor"
"atendimento"
"todas"
"áreas"
"interessa"
"vítima"
"fez"
"antes"
"crime"
"investiga"
"polícia"
"julga"
"justiça"
"vizinhança"
"timeline"
"pensa"
"toda"
"transformação"
"simples"
"cansou"
"falar"
"sobre"
"pode"
"ficar"
"sentado"
"conversa"
"começando"
"colaboraram"
"nesta"
"edição"
"irisfilmes"
"filmagem"
"tabuol"
"uol"
"br"
"seminaristas"
"encaram"
"fuga"
"fiéis"
"novas"
"tecnologias"
"privações"
"vida"
"igreja"
"comoção"
"marielle"
"franco"
"busca"
"caminho"
"meio"
"caos"
"social"
"aumento"
"casos"
"depressão"
"dizer"
"alertar"
"sobre"
"época"
"fazer"
"boas"
"obras"
"criativas"
"surgiram"
"talento"
"homem"
"ruins"
""
""
"melhor"
"conteúdo"
"todos"
"direitos"
"reservados"
"hospedagem"
"uol"
"host"
"jesús"
"romero"
"abusos"
"sexuais"
"curei"
"terapia"
"calvário"
"judicial"
"acobertamento"
"impedir"
"derrota"
"batalha"
"cultural"
"esquerda"
"nacional"
"pode"
"acabar"
"entregando"
"vitória"
"política"
"mãos"
"maior"
"inimigo"
"declarado"
"popular"
"escritora"
"expõe"
"entranhas"
"fome"
"brutal"
"autobiografia"
"onde"
"conta"
"trauma"
"sido"
"violentada"
""
"mudou"
"visão"
"espaço"
"mundo"
"atletas"
"rodrigo"
"caio"
"edu"
"dracena"
"encabeçam"
"movimento"
"defesa"
"garotos"
"expostos"
"abusadores"
"importante"
"crimes"
"abuso"
"ficam"
"impunes"
"boa"
"parte"
"mundo"
"dar"
"crédito"
"vítimas"
"fato"
"apresentarem"
"tal"
"abrir"
"porta"
"vinganças"
"calúnias"
"ajustes"
"contas"
"adulta"
"escutando"
"disse"
"juíza"
"aquilina"
"vítimas"
""
"moças"
"magistrada"
"queria"
"alcance"
"relatos"
"agredidas"
"médico"
"larry"
"nassar"
"ampliasse"
"máximo"
"possível"
"ex"
"médico"
"organização"
"acusado"
"abuso"
"sexual"
""
"mulher"
""
"emprego"
"três"
"atores"
"próximo"
"filme"
"prometem"
"doar"
"cachês"
"combate"
"assédio"
"sexual"
"poderosas"
"hollywood"
"declaram"
"acreditam"
"depoimento"
"filha"
"adotiva"
"cineasta"
"atriz"
"francesa"
"lamentou"
"apoio"
"polêmico"
"texto"
"sido"
"tirado"
"contexto"
"mulher"
"yazidi"
"revela"
"livro"
"escravidão"
"sexual"
"sob"
"regime"
"jihadista"
"estuprada"
"várias"
"vezes"
"dia"
"quer"
"relato"
"sirva"
"prova"
"corte"
"haia"
"fizeram"
"disseram"
"algo"
"horrível"
"criaram"
"algo"
"maravilhoso"
"biografia"
"artista"
"deve"
"influir"
"apreciação"
"obra"
"denúncias"
"assédio"
"reabrem"
"debate"
"intenção"
"manifesto"
"francês"
"valeu"
"licença"
"selvageria"
"crime"
"assédio"
"tudo"
"retrocesso"
""
"algo"
"importante"
"move"
"trás"
"bastasse"
"omitir"
"diante"
"condenação"
"clube"
"mineiro"
"insiste"
"renovar"
"contrato"
"atacante"
"desejado"
"santos"
"dia"
"lei"
"maria"
"penha"
"entrou"
"vigor"
""
"pernambucana"
"denunciou"
"marido"
"agressor"
"segundo"
"onu"
"mulher"
""
"nordestinas"
"agredidas"
"alguma"
"vez"
"ala"
"conservadora"
"congresso"
"aproveitou"
"situação"
"delicada"
"temer"
"barganhar"
"apoio"
"pautas"
"conservadoras"
"põe"
"xeque"
"conquistas"
"direito"
"aborto"
"mulher"
"questionam"
"omissão"
"próprio"
"clube"
"recusa"
"comentar"
"violência"
"sexual"
"envolvendo"
"maior"
"estrela"
"elenco"
"além"
"robinho"
"condenado"
"itália"
"outros"
"jogadores"
"envolveram"
"casos"
"agressão"
"doméstica"
"feminicídio"
"mantiveram"
"prestígio"
"portas"
"abertas"
"clubes"
"estratégia"
"defesa"
"desacreditar"
"vítima"
"intolerável"
"leslee"
"udwin"
"autora"
"documentário"
"sobre"
"censurado"
"índia"
"vê"
"educação"
"chave"
"abusos"
"sexuais"
"juiz"
"descartou"
"provas"
"mensagens"
"trocadas"
"jovens"
"quais"
"planejavam"
"estupros"
"debate"
"sobre"
"violência"
"doméstica"
"horário"
"nobre"
"ativistas"
"perseguidas"
"primavera"
"mulher"
"vive"
"movimento"
"ação"
"reação"
"brasil"
"nadadora"
"arrepende"
"provocação"
"ex"
"jogadora"
"vôlei"
"ana"
"paula"
"apoio"
"aécio"
"diz"
"pretensão"
"entrar"
"política"
"cineasta"
"diz"
"soube"
"durante"
"décadas"
"conduta"
"sexual"
"produtor"
"arrepende"
"tê"
"la"
"denunciado"
"campanhas"
"redes"
"encorajam"
"expor"
"problema"
"personalidades"
"monica"
"lewinsky"
"aderiram"
"dado"
"pesquisa"
"qualitativa"
"thomson"
"reuters"
"foundation"
""
"estudiosos"
"tema"
"mundo"
"capital"
"paulista"
"aumento"
"anual"
""
""
"alcança"
""
""
"casos"
"agosto"
"enxurrada"
"acusações"
"produtor"
"hollywood"
"cresce"
"meio"
"denúncias"
"cumplicidade"
"três"
"mulher"
"asseguram"
"estuprou"
"juiz"
"michigan"
"eua"
"concede"
"direito"
"visita"
"criminoso"
"sequer"
"pediu"
"vê"
"lo"
"histórias"
"assédio"
"sexual"
"produtor"
"harvey"
"weinstein"
"impulsionador"
"carreira"
"quentin"
"tarantino"
"choca"
"cinema"
"norte"
"americano"
"renate"
"langer"
"ex"
"atriz"
"acusa"
"cineasta"
"abusar"
"casa"
""
""
"ex"
"goleiro"
"sofreu"
"assédio"
"categorias"
"base"
"hoje"
"milita"
"proteção"
"direitos"
"jovens"
"atletas"
"livro"
"dividiu"
"crítica"
"eua"
"autora"
"anônima"
"relata"
"rotina"
"agressões"
"imposta"
"pai"
"vítima"
"relata"
"documentário"
"agressão"
"sofreu"
""
"homem"
"seguem"
"impunes"
"juiz"
"diz"
"violência"
"mulher"
"ônibus"
"paulo"
"libertação"
"agressor"
""
"passagens"
"conduta"
"semelhante"
"acende"
"debate"
"sobre"
"lei"
"polícia"
"norte"
"americana"
"deteve"
"dois"
"suspeitos"
"trabalha"
"hipótese"
"sequestro"
"fetal"
"forçar"
"grávida"
"dar"
"luz"
"extrair"
"força"
"feto"
"mãe"
"rahim"
"singh"
"cantor"
"ator"
"acusado"
"assassinato"
"castrar"
""
"homem"
"chegarem"
"deus"
"violência"
"praticada"
"seis"
"menores"
"aconteceu"
"luz"
"dia"
"qualquer"
"reação"
"passageiros"
"acesse"
"conta"
"luci"
"donzela"
""
"século"
"vivia"
"importante"
"vilarejo"
"país"
"certo"
"dia"
"verão"
"saiu"
"ir"
"feira"
"amiga"
"sentiu"
"vontade"
"enorme"
"ir"
"banheiro"
"aonde"
"ir"
"entrou"
"primeiro"
"casebre"
"caminho"
"resolveu"
"fazer"
"xixi"
"lá"
"homem"
""
"encontrou"
"decidiu"
"tomaria"
"força"
"rapaz"
"prendeu"
"dentro"
"cabana"
"violentou"
"tanta"
"brutalidade"
"luci"
"ficou"
"toda"
"ensanguentada"
"vestes"
"rasgadas"
"menina"
"chegou"
"casa"
"pai"
"encheu"
"desgosto"
"podia"
"acreditar"
"filha"
"virgem"
"ainda"
"assim"
"família"
"decidiu"
"buscar"
"justiça"
"falar"
"mandatário"
"local"
"mandar"
"prender"
"criminoso"
"oficial"
"logo"
"encontrou"
"acusado"
"tempo"
"acabou"
"confessando"
"crime"
"assim"
"acordo"
"lei"
"época"
"oficial"
"apresentou"
"duas"
"opções"
"família"
"homem"
"ia"
"preso"
"assumia"
"menina"
"casava"
"luci"
"resgatar"
"honra"
